2162064,38247697,2014,1
2152572582,2162064,2014,1
2162064,2554498,2014,1
2152572582,38247697,2014,1
2554498,38247697,2014,1
2152572582,2554498,2014,1
145916102,38247697,2014,1
3479346,49063639,2014,6
4804476,49063639,2014,6
1398054936,49063639,2014,6
2310276,49063639,2014,5
145079022,49063639,2014,6
49063639,6357280,2014,6
4718435,49063639,2014,6
33393854,49063639,2014,5
2431185,49063639,2014,6
145759191,49063639,2014,6
1714850,49063639,2014,5
1409432424,49063639,2014,6
117818460,49063639,2014,5
49063639,5607326,2014,6
4579132,49063639,2014,6
2061792578,49063639,2014,2
3479346,4804476,2014,6
1398054936,3479346,2014,6
2310276,3479346,2014,5
145079022,3479346,2014,6
3479346,6357280,2014,6
3479346,4718435,2014,6
33393854,3479346,2014,5
2431185,3479346,2014,6
145759191,3479346,2014,6
1714850,3479346,2014,5
1409432424,3479346,2014,6
117818460,3479346,2014,5
3479346,5607326,2014,6
3479346,4579132,2014,6
2061792578,3479346,2014,2
1398054936,4804476,2014,6
2310276,4804476,2014,5
145079022,4804476,2014,6
4804476,6357280,2014,6
4718435,4804476,2014,6
33393854,4804476,2014,5
2431185,4804476,2014,6
145759191,4804476,2014,6
1714850,4804476,2014,5
1409432424,4804476,2014,6
117818460,4804476,2014,5
4804476,5607326,2014,6
4579132,4804476,2014,6
2061792578,4804476,2014,2
1398054936,2310276,2014,5
1398054936,145079022,2014,6
1398054936,6357280,2014,6
1398054936,4718435,2014,6
1398054936,33393854,2014,5
1398054936,2431185,2014,6
1398054936,145759191,2014,6
1398054936,1714850,2014,5
1398054936,1409432424,2014,6
117818460,1398054936,2014,5
1398054936,5607326,2014,6
1398054936,4579132,2014,6
1398054936,2061792578,2014,2
145079022,2310276,2014,5
2310276,6357280,2014,5
2310276,4718435,2014,5
2310276,33393854,2014,5
2310276,2431185,2014,5
145759191,2310276,2014,5
1714850,2310276,2014,5
1409432424,2310276,2014,5
117818460,2310276,2014,5
2310276,5607326,2014,5
2310276,4579132,2014,5
2061792578,2310276,2014,1
145079022,6357280,2014,6
145079022,4718435,2014,6
145079022,33393854,2014,5
145079022,2431185,2014,6
145079022,145759191,2014,6
145079022,1714850,2014,5
1409432424,145079022,2014,7
117818460,145079022,2014,5
145079022,5607326,2014,6
145079022,4579132,2014,6
145079022,2061792578,2014,2
4718435,6357280,2014,6
33393854,6357280,2014,5
2431185,6357280,2014,6
145759191,6357280,2014,6
1714850,6357280,2014,5
1409432424,6357280,2014,6
117818460,6357280,2014,5
5607326,6357280,2014,6
4579132,6357280,2014,6
2061792578,6357280,2014,2
33393854,4718435,2014,5
2431185,4718435,2014,6
145759191,4718435,2014,6
1714850,4718435,2014,5
1409432424,4718435,2014,6
117818460,4718435,2014,5
4718435,5607326,2014,6
4579132,4718435,2014,6
2061792578,4718435,2014,2
2431185,33393854,2014,5
