2552964,4810368,2004,1
1869421,2552964,2004,1
2552964,2943065,2004,1
145267527,2552964,2004,1
2552964,2836748,2004,1
1869421,4810368,2004,1
2943065,4810368,2004,1
145267527,4810368,2004,1
2836748,4810368,2004,1
1869421,2943065,2004,1
145267527,1869421,2004,1
1869421,2836748,2004,1
145267527,2943065,2004,1
2836748,2943065,2004,1
145267527,2836748,2004,1
144113269,144816684,2004,3
144113269,3229047,2004,2
144113269,40109321,2004,1
144113269,2055508,2004,2
144113269,2943065,2004,6
144816684,3229047,2004,2
144816684,40109321,2004,1
144816684,2055508,2004,3
144816684,2943065,2004,7
3229047,40109321,2004,1
2055508,3229047,2004,2
2943065,3229047,2004,4
2055508,40109321,2004,1
2943065,40109321,2004,1
2055508,2943065,2004,3
144113269,2214609,2004,1
2214609,2943065,2004,1
144816684,152666605,2004,1
152666605,2943065,2004,1
152666605,2098182504,2004,1
144816684,2098182504,2004,1
2098182504,2943065,2004,1
3281267,40448277,2004,1
2943065,40448277,2004,2
3229047,40448277,2004,2
40448277,5305710,2004,1
1395067471,40448277,2004,2
2943065,3281267,2004,1
3229047,3281267,2004,1
3281267,5305710,2004,1
1395067471,3281267,2004,1
2943065,5305710,2004,2
1395067471,2943065,2004,2
3229047,5305710,2004,1
1395067471,3229047,2004,2
1395067471,5305710,2004,1
144113269,49509925,2004,1
144816684,49509925,2004,1
2055508,49509925,2004,1
3229047,49509925,2004,1
2943065,49509925,2004,1
144816684,50406878,2004,1
119955908,50406878,2004,1
3176861,50406878,2004,1
2055508,50406878,2004,1
50406878,5305710,2004,1
2943065,50406878,2004,2
119955908,144816684,2004,1
144816684,3176861,2004,1
144816684,5305710,2004,1
119955908,3176861,2004,1
119955908,2055508,2004,1
119955908,5305710,2004,1
119955908,2943065,2004,1
2055508,3176861,2004,1
3176861,5305710,2004,1
2943065,3176861,2004,1
2055508,5305710,2004,1
144113269,50406878,2004,1
33051173,39363308,2004,1
2943065,33051173,2004,1
33051173,5625983,2004,1
1402850512,33051173,2004,1
2943065,39363308,2004,1
39363308,5625983,2004,1
1402850512,39363308,2004,1
2943065,5625983,2004,1
1402850512,2943065,2004,1
1402850512,5625983,2004,1
1783914,2660575,2004,1
29113221,2992369,2004,3
102282429,29113221,2004,2
102282429,32725984,2004,1
29113221,32725984,2004,1
29113221,46257803,2004,2
13520521,29113221,2004,1
13520521,2992369,2004,1
102282429,46257803,2004,1
152841403,1953380,2004,1
152841403,29113221,2004,1
1953380,29113221,2004,1
1680226,1723825,2004,1
1680226,31413019,2004,1
1680226,48707346,2004,1
1680226,2449352,2004,4
1680226,2117839326,2004,2
101226786,1680226,2004,4
1723825,31413019,2004,1
1723825,48707346,2004,1
1723825,2449352,2004,1
1723825,2117839326,2004,1
101226786,1723825,2004,1
31413019,48707346,2004,1
2449352,31413019,2004,1
2117839326,31413019,2004,1
101226786,31413019,2004,1
2449352,48707346,2004,1
2117839326,48707346,2004,1
101226786,48707346,2004,1
2117839326,2449352,2004,2
101226786,2449352,2004,4
101226786,2117839326,2004,2
1680226,2152735697,2004,1
2152735697,2449352,2004,1
101226786,2152735697,2004,1
143995319,152342661,2004,1
152342661,2449352,2004,1
143995319,2449352,2004,1
2665294,3096649,2004,1
1747909,7373730,2004,6
51022452,7373730,2004,1
7373730,91513935,2004,1
1747909,91513935,2004,1
2229958,31664917,2004,1
2229958,48911513,2004,1
1392918041,2229958,2004,1
31664917,48911513,2004,1
1392918041,31664917,2004,1
1392918041,48911513,2004,1
