2095077767,2943065,2001,1
1869421,2943065,2001,1
2836748,2943065,2001,3
143827186,2943065,2001,2
1869421,2095077767,2001,1
2095077767,2836748,2001,1
143827186,2095077767,2001,1
1869421,2836748,2001,1
143827186,1869421,2001,1
143827186,2836748,2001,1
2552964,2943065,2001,1
2552964,4810368,2001,1
2552964,2836748,2001,1
145267527,2552964,2001,1
2943065,4810368,2001,1
145267527,2943065,2001,1
2836748,4810368,2001,1
145267527,4810368,2001,1
145267527,2836748,2001,1
2943065,50406878,2001,2
144816684,2943065,2001,2
2779212,2943065,2001,1
1920101719,2943065,2001,1
144816684,50406878,2001,2
2779212,50406878,2001,1
1920101719,50406878,2001,1
2836748,50406878,2001,1
144816684,2779212,2001,1
144816684,1920101719,2001,1
144816684,2836748,2001,1
1920101719,2779212,2001,1
2779212,2836748,2001,1
1920101719,2836748,2001,1
2943065,32919038,2001,1
2107625498,32919038,2001,1
32919038,5910897,2001,1
32919038,3919975,2001,1
32919038,4030808,2001,1
2107625498,2943065,2001,1
2943065,5910897,2001,1
2943065,3919975,2001,1
2943065,4030808,2001,1
2107625498,5910897,2001,1
2107625498,3919975,2001,1
2107625498,4030808,2001,1
3919975,5910897,2001,1
4030808,5910897,2001,1
3919975,4030808,2001,1
118012987,2943065,2001,1
2064559591,2943065,2001,1
2943065,73553112,2001,1
2118522652,2943065,2001,1
118012987,144816684,2001,1
143827186,144816684,2001,1
144816684,2064559591,2001,1
144816684,73553112,2001,1
144816684,2118522652,2001,1
118012987,143827186,2001,1
118012987,2064559591,2001,1
118012987,50406878,2001,1
118012987,73553112,2001,1
118012987,2118522652,2001,1
143827186,2064559591,2001,1
143827186,50406878,2001,1
143827186,73553112,2001,1
143827186,2118522652,2001,1
2064559591,50406878,2001,1
2064559591,73553112,2001,1
2064559591,2118522652,2001,1
50406878,73553112,2001,1
2118522652,50406878,2001,1
2118522652,73553112,2001,1
2466909,29113221,2001,1
23766387,29113221,2001,1
23766387,2466909,2001,1
15894481,98391563,2001,1
152567083,98391563,2001,1
50529398,98391563,2001,1
4115905,98391563,2001,1
29113221,98391563,2001,1
152567083,15894481,2001,1
15894481,50529398,2001,1
15894481,4115905,2001,1
15894481,29113221,2001,1
152567083,50529398,2001,1
152567083,4115905,2001,1
152567083,29113221,2001,1
4115905,50529398,2001,1
29113221,50529398,2001,1
29113221,4115905,2001,1
2449352,2466909,2001,2
2449352,3205671,2001,3
101226786,2449352,2001,3
2466909,3205671,2001,2
101226786,2466909,2001,2
101226786,3205671,2001,3
3205671,93281091,2001,1
2449352,93281091,2001,1
101226786,93281091,2001,1
37045371,7373730,2001,2
145576002,7373730,2001,1
